,HYG,SPY,TLT,^VIX,IG_Spread
2023-03-15,61.77391815185547,374.2013854980469,94.45638275146484,26.139999389648438,5.2
2023-03-16,62.17830276489258,380.76678466796875,93.71748352050781,22.989999771118164,4.93
2023-03-17,61.8076171875,376.31463623046875,95.12407684326172,25.510000228881836,5.17
2023-03-20,61.63913345336914,379.93304443359375,94.2872543334961,24.149999618530273,5.15
2023-03-21,62.31306838989258,384.92181396484375,93.47711181640625,21.3799991607666,4.85
2023-03-22,62.37202835083008,378.3602600097656,94.72348022460938,22.260000228881836,5.0
2023-03-23,62.127742767333984,379.3830871582031,94.72348022460938,22.610000610351562,5.1
2023-03-24,62.00135803222656,381.8726501464844,95.12407684326172,21.739999771118164,5.22
2023-03-27,61.84973907470703,382.5867004394531,92.88954162597656,20.600000381469727,5.03
2023-03-28,61.816043853759766,381.72796630859375,93.05870819091797,19.969999313354492,5.01
2023-03-29,62.59107971191406,387.2762756347656,92.8717269897461,19.1200008392334,4.83
2023-03-30,62.96171569824219,389.5439147949219,93.29906463623047,19.020000457763672,4.74
2023-03-31,63.644081115722656,395.0343322753906,94.69676208496094,18.700000762939453,4.58
